on_chip_layers,resident_layers,baseline_mean_latency_s,baseline_std_latency_s,baseline_mean_throughput_tok_per_s,baseline_mean_accepted_tokens,baseline_mean_latency_s_per_token,quant_mean_latency_s,quant_std_latency_s,quant_mean_throughput_tok_per_s,quant_mean_accepted_tokens,quant_mean_latency_s_per_token,speedup_vs_triforce_baseline
4,16,35.60837974844053,0.0,7.189318969538667,6.0,0.1390952333923458,27.91348806527945,0.0,9.171193489015401,5.773462783171521,0.10903706275499785,1.2756692988409595
8,16,40.17905648673091,0.0,6.371478635506131,4.605405405405405,0.1569494394012926,23.277290255866916,0.0,10.997843700276778,6.200692041522491,0.09092691506198014,1.7261054033814778
12,16,28.71442699432373,0.0,8.915379020121351,6.3428571428571425,0.11216573044657707,23.57315692464814,0.0,10.859809775088966,5.215339233038348,0.09208264423690679,1.2180984959337318
16,16,25.692973520563935,0.0,9.963813639363494,5.837133550488599,0.10036317781470287,13.190319776535034,0.0,19.408172382250513,4.919540229885057,0.05152468662708998,1.9478658558582136
18,16,25.49575379837391,0.0,10.040887671904306,5.8737541528239205,0.09959278827489809,10.598999254631273,0.0,24.153223700637568,5.896103896103896,0.04140234083840341,2.405486894173848
