resident_layers,baseline_mean_latency_s,baseline_std_latency_s,baseline_mean_throughput_tok_per_s,baseline_mean_accepted_tokens,baseline_mean_latency_s_per_token,quant_mean_latency_s,quant_std_latency_s,quant_mean_throughput_tok_per_s,quant_mean_accepted_tokens,quant_mean_latency_s_per_token,speedup_vs_triforce_baseline
0,15.269269772540735,0.0,16.765700247196747,6.103092783505154,0.059645585048987246,14.557328849003232,0.0,17.5856438124999,6.508960573476703,0.056864565816418876,1.048906013659659
8,15.006970354618916,0.0,17.058739635692497,6.2620689655172415,0.05862097794773014,12.752434858417146,0.0,20.07459774091919,6.99236641221374,0.04981419866569198,1.1767925514799773
