resident_layers,baseline_mean_latency_s,baseline_std_latency_s,baseline_mean_throughput_tok_per_s,baseline_mean_accepted_tokens,baseline_mean_latency_s_per_token,quant_mean_latency_s,quant_std_latency_s,quant_mean_throughput_tok_per_s,quant_mean_accepted_tokens,quant_mean_latency_s_per_token,speedup_vs_triforce_baseline
0,29.01192056356262,0.0,8.823959083960887,5.37386018237082,0.11332781470141648,26.434180444525193,0.0,9.68443113026492,5.659163987138264,0.10325851736142654,1.0975154166192922
8,28.689575664813702,0.0,8.923101651655688,5.620253164556962,0.11206865494067852,24.222550029902497,0.0,10.568664310073487,4.79108635097493,0.09461933605430663,1.1844159937494898
16,27.363530769201986,0.0,9.355517829889532,5.960264900662252,0.10688879206719526,11.595137958378755,0.0,22.078219415665686,5.587301587301587,0.04529350764991701,2.3599142043350025
